entry,run,property,t0,g,Neff_max
428,ne-2500000_np-1000000_dt-2.0_nb-25,Temperature (K),55,1.0934716,3151.4307
428,ne-2500000_np-1000000_dt-2.0_nb-25,Box Volume (nm^3),4,2.5683103,1361.5956
428,ne-2500000_np-1000000_dt-2.0_nb-25,Density (g/mL),4,2.5724475,1359.4058
428,ne-2500000_np-1000000_dt-2.0_nb-25,Speed (ns/day),2520,1.0,981.0
429,ne-2500000_np-1000000_dt-2.0_nb-25,Potential Energy (kJ/mole),14,2.1682603,1608.2017
429,ne-2500000_np-1000000_dt-2.0_nb-25,Kinetic Energy (kJ/mole),0,1.3566557,2580.6106
429,ne-2500000_np-1000000_dt-2.0_nb-25,Total Energy (kJ/mole),180,2.0346825,1632.1957
429,ne-2500000_np-1000000_dt-2.0_nb-25,Temperature (K),0,1.3566557,2580.6106
429,ne-2500000_np-1000000_dt-2.0_nb-25,Box Volume (nm^3),833,3.0676892,869.71
429,ne-2500000_np-1000000_dt-2.0_nb-25,Density (g/mL),835,3.068599,868.8004
429,ne-2500000_np-1000000_dt-2.0_nb-25,Speed (ns/day),2513,1.0,988.0
430,ne-2500000_np-1000000_dt-2.0_nb-25,Potential Energy (kJ/mole),5,2.3754814,1471.7017
430,ne-2500000_np-1000000_dt-2.0_nb-25,Kinetic Energy (kJ/mole),0,1.1541463,3033.411
430,ne-2500000_np-1000000_dt-2.0_nb-25,Total Energy (kJ/mole),0,2.131264,1642.6871
430,ne-2500000_np-1000000_dt-2.0_nb-25,Temperature (K),0,1.1541463,3033.411
430,ne-2500000_np-1000000_dt-2.0_nb-25,Box Volume (nm^3),5,3.023467,1156.2885
430,ne-2500000_np-1000000_dt-2.0_nb-25,Density (g/mL),5,3.0243888,1155.936
430,ne-2500000_np-1000000_dt-2.0_nb-25,Speed (ns/day),0,1.0,3501.0
431,ne-2500000_np-1000000_dt-2.0_nb-25,Potential Energy (kJ/mole),0,1.8337435,1909.2092
431,ne-2500000_np-1000000_dt-2.0_nb-25,Kinetic Energy (kJ/mole),5,1.2129483,2882.2332
431,ne-2500000_np-1000000_dt-2.0_nb-25,Total Energy (kJ/mole),0,1.6121773,2171.5974
431,ne-2500000_np-1000000_dt-2.0_nb-25,Temperature (K),5,1.2129483,2882.2332
431,ne-2500000_np-1000000_dt-2.0_nb-25,Box Volume (nm^3),67,4.498051,763.4417
431,ne-2500000_np-1000000_dt-2.0_nb-25,Density (g/mL),67,4.4854765,765.582
431,ne-2500000_np-1000000_dt-2.0_nb-25,Speed (ns/day),2500,1.1175958,895.67267
432,ne-2500000_np-1000000_dt-2.0_nb-25,Potential Energy (kJ/mole),381,2.2372763,1394.5529
432,ne-2500000_np-1000000_dt-2.0_nb-25,Kinetic Energy (kJ/mole),2,1.1633497,3007.6938
432,ne-2500000_np-1000000_dt-2.0_nb-25,Total Energy (kJ/mole),194,1.7175651,1925.4001
432,ne-2500000_np-1000000_dt-2.0_nb-25,Temperature (K),2,1.1633497,3007.6938
432,ne-2500000_np-1000000_dt-2.0_nb-25,Box Volume (nm^3),107,3.389476,1001.3347
432,ne-2500000_np-1000000_dt-2.0_nb-25,Density (g/mL),107,3.3912,1000.8256
432,ne-2500000_np-1000000_dt-2.0_nb-25,Speed (ns/day),2462,1.0,1039.0
433,ne-2500000_np-1000000_dt-2.0_nb-25,Potential Energy (kJ/mole),722,2.2984626,1209.0691
433,ne-2500000_np-1000000_dt-2.0_nb-25,Kinetic Energy (kJ/mole),0,1.2487268,2803.6555
433,ne-2500000_np-1000000_dt-2.0_nb-25,Total Energy (kJ/mole),649,2.1372569,1334.4208
433,ne-2500000_np-1000000_dt-2.0_nb-25,Temperature (K),0,1.2487268,2803.6555
433,ne-2500000_np-1000000_dt-2.0_nb-25,Box Volume (nm^3),282,3.15201,1021.2531
433,ne-2500000_np-1000000_dt-2.0_nb-25,Density (g/mL),282,3.1525035,1021.09326
433,ne-2500000_np-1000000_dt-2.0_nb-25,Speed (ns/day),2453,1.0,1048.0
434,ne-2500000_np-1000000_dt-2.0_nb-25,Potential Energy (kJ/mole),0,2.5261455,1385.9059
434,ne-2500000_np-1000000_dt-2.0_nb-25,Kinetic Energy (kJ/mole),51,1.1062315,3118.6963
434,ne-2500000_np-1000000_dt-2.0_nb-25,Total Energy (kJ/mole),0,2.022398,1731.1133
434,ne-2500000_np-1000000_dt-2.0_nb-25,Temperature (K),51,1.1062315,3118.6963
434,ne-2500000_np-1000000_dt-2.0_nb-25,Box Volume (nm^3),4,3.3447478,1045.5198
434,ne-2500000_np-1000000_dt-2.0_nb-25,Density (g/mL),4,3.3505647,1043.7047
434,ne-2500000_np-1000000_dt-2.0_nb-25,Speed (ns/day),2087,1.0106808,1399.057
435,ne-2500000_np-1000000_dt-2.0_nb-25,Potential Energy (kJ/mole),45,1.9596307,1763.5975
435,ne-2500000_np-1000000_dt-2.0_nb-25,Kinetic Energy (kJ/mole),17,1.2521886,2782.3286
435,ne-2500000_np-1000000_dt-2.0_nb-25,Total Energy (kJ/mole),73,2.0070932,1707.9426
435,ne-2500000_np-1000000_dt-2.0_nb-25,Temperature (K),17,1.2521886,2782.3286
435,ne-2500000_np-1000000_dt-2.0_nb-25,Box Volume (nm^3),123,2.2048318,1532.0896
435,ne-2500000_np-1000000_dt-2.0_nb-25,Density (g/mL),123,2.2053945,1531.6987
435,ne-2500000_np-1000000_dt-2.0_nb-25,Speed (ns/day),2500,1.0196091,981.7488
436,ne-2500000_np-1000000_dt-2.0_nb-25,Potential Energy (kJ/mole),739,2.0126998,1372.2861
436,ne-2500000_np-1000000_dt-2.0_nb-25,Kinetic Energy (kJ/mole),4,1.3021652,2685.5273
436,ne-2500000_np-1000000_dt-2.0_nb-25,Total Energy (kJ/mole),473,2.4322054,1244.9606
436,ne-2500000_np-1000000_dt-2.0_nb-25,Temperature (K),4,1.3021652,2685.5273
436,ne-2500000_np-1000000_dt-2.0_nb-25,Box Volume (nm^3),240,3.2291207,1009.87244
436,ne-2500000_np-1000000_dt-2.0_nb-25,Density (g/mL),366,3.1824467,985.0911
436,ne-2500000_np-1000000_dt-2.0_nb-25,Speed (ns/day),2466,1.0,1035.0
437,ne-2500000_np-1000000_dt-2.0_nb-25,Potential Energy (kJ/mole),238,16.03213,203.5288
437,ne-2500000_np-1000000_dt-2.0_nb-25,Kinetic Energy (kJ/mole),0,1.1097225,3154.8428
437,ne-2500000_np-1000000_dt-2.0_nb-25,Total Energy (kJ/mole),256,9.716832,333.95657
437,ne-2500000_np-1000000_dt-2.0_nb-25,Temperature (K),0,1.1097225,3154.8428
437,ne-2500000_np-1000000_dt-2.0_nb-25,Box Volume (nm^3),127,8.491825,397.3233
437,ne-2500000_np-1000000_dt-2.0_nb-25,Density (g/mL),127,8.50178,396.8581
437,ne-2500000_np-1000000_dt-2.0_nb-25,Speed (ns/day),2500,1.457689,686.70337
438,ne-2500000_np-1000000_dt-2.0_nb-25,Potential Energy (kJ/mole),11,1.7545141,1989.1547
438,ne-2500000_np-1000000_dt-2.0_nb-25,Kinetic Energy (kJ/mole),0,2.4907634,1405.5931
438,ne-2500000_np-1000000_dt-2.0_nb-25,Total Energy (kJ/mole),0,1.5717859,2227.4026
438,ne-2500000_np-1000000_dt-2.0_nb-25,Temperature (K),0,2.4907634,1405.5931
438,ne-2500000_np-1000000_dt-2.0_nb-25,Box Volume (nm^3),24,4.04022,860.59674
438,ne-2500000_np-1000000_dt-2.0_nb-25,Density (g/mL),24,4.036806,861.3245
438,ne-2500000_np-1000000_dt-2.0_nb-25,Speed (ns/day),2513,1.0,988.0
439,ne-2500000_np-1000000_dt-2.0_nb-25,Potential Energy (kJ/mole),106,1.8770388,1808.7
439,ne-2500000_np-1000000_dt-2.0_nb-25,Kinetic Energy (kJ/mole),8,1.2201093,2862.8582
439,ne-2500000_np-1000000_dt-2.0_nb-25,Total Energy (kJ/mole),106,1.9430707,1747.2345
439,ne-2500000_np-1000000_dt-2.0_nb-25,Temperature (K),8,1.2201093,2862.8582
439,ne-2500000_np-1000000_dt-2.0_nb-25,Box Volume (nm^3),135,3.5382595,951.3152
439,ne-2500000_np-1000000_dt-2.0_nb-25,Density (g/mL),135,3.5376344,951.4833
439,ne-2500000_np-1000000_dt-2.0_nb-25,Speed (ns/day),2509,1.0,992.0
440,ne-2500000_np-1000000_dt-2.0_nb-25,Potential Energy (kJ/mole),0,3.1876125,1098.3142
440,ne-2500000_np-1000000_dt-2.0_nb-25,Kinetic Energy (kJ/mole),67,1.1284347,3043.1536
440,ne-2500000_np-1000000_dt-2.0_nb-25,Total Energy (kJ/mole),0,2.433215,1438.8372
440,ne-2500000_np-1000000_dt-2.0_nb-25,Temperature (K),67,1.1284347,3043.1536
440,ne-2500000_np-1000000_dt-2.0_nb-25,Box Volume (nm^3),6,4.4836135,779.5052
440,ne-2500000_np-1000000_dt-2.0_nb-25,Density (g/mL),6,4.482168,779.75653
440,ne-2500000_np-1000000_dt-2.0_nb-25,Speed (ns/day),865,1.0011091,2633.0796
441,ne-2500000_np-1000000_dt-2.0_nb-25,Potential Energy (kJ/mole),366,3.668194,854.644
441,ne-2500000_np-1000000_dt-2.0_nb-25,Kinetic Energy (kJ/mole),1,1.3072085,2677.4612
441,ne-2500000_np-1000000_dt-2.0_nb-25,Total Energy (kJ/mole),451,2.5574963,1192.5726
441,ne-2500000_np-1000000_dt-2.0_nb-25,Temperature (K),1,1.3072085,2677.4612
441,ne-2500000_np-1000000_dt-2.0_nb-25,Box Volume (nm^3),203,3.972668,830.1726
441,ne-2500000_np-1000000_dt-2.0_nb-25,Density (g/mL),203,3.9762154,829.43195
441,ne-2500000_np-1000000_dt-2.0_nb-25,Speed (ns/day),2496,1.0004888,1004.50903
442,ne-2500000_np-1000000_dt-2.0_nb-25,Potential Energy (kJ/mole),133,2.1710365,1551.3328
442,ne-2500000_np-1000000_dt-2.0_nb-25,Kinetic Energy (kJ/mole),2,1.1381652,3074.246
442,ne-2500000_np-1000000_dt-2.0_nb-25,Total Energy (kJ/mole),133,1.8689133,1802.1168
442,ne-2500000_np-1000000_dt-2.0_nb-25,Temperature (K),2,1.1381652,3074.246
442,ne-2500000_np-1000000_dt-2.0_nb-25,Box Volume (nm^3),134,3.2309554,1042.1067
442,ne-2500000_np-1000000_dt-2.0_nb-25,Density (g/mL),134,3.2369194,1040.1865
442,ne-2500000_np-1000000_dt-2.0_nb-25,Speed (ns/day),2542,1.0,959.0
443,ne-2500000_np-1000000_dt-2.0_nb-25,Potential Energy (kJ/mole),0,2.3496983,1489.9785
443,ne-2500000_np-1000000_dt-2.0_nb-25,Kinetic Energy (kJ/mole),46,1.2789623,2701.409
443,ne-2500000_np-1000000_dt-2.0_nb-25,Total Energy (kJ/mole),0,2.1226223,1649.375
443,ne-2500000_np-1000000_dt-2.0_nb-25,Temperature (K),46,1.2789623,2701.409
443,ne-2500000_np-1000000_dt-2.0_nb-25,Box Volume (nm^3),360,4.7241154,664.8864
443,ne-2500000_np-1000000_dt-2.0_nb-25,Density (g/mL),360,4.717843,665.7703
443,ne-2500000_np-1000000_dt-2.0_nb-25,Speed (ns/day),3130,1.0,371.0
444,ne-2500000_np-1000000_dt-2.0_nb-25,Potential Energy (kJ/mole),264,2.8730795,1126.6656
444,ne-2500000_np-1000000_dt-2.0_nb-25,Kinetic Energy (kJ/mole),2,1.1084174,3156.7532
444,ne-2500000_np-1000000_dt-2.0_nb-25,Total Energy (kJ/mole),250,3.374789,963.31946
444,ne-2500000_np-1000000_dt-2.0_nb-25,Temperature (K),2,1.1084174,3156.7532
444,ne-2500000_np-1000000_dt-2.0_nb-25,Box Volume (nm^3),0,3.3378813,1048.8689
444,ne-2500000_np-1000000_dt-2.0_nb-25,Density (g/mL),0,3.3218398,1053.9341
444,ne-2500000_np-1000000_dt-2.0_nb-25,Speed (ns/day),2477,1.0,1024.0
445,ne-2500000_np-1000000_dt-2.0_nb-25,Potential Energy (kJ/mole),375,2.9854918,1047.0637
445,ne-2500000_np-1000000_dt-2.0_nb-25,Kinetic Energy (kJ/mole),8,1.1942492,2924.8503
445,ne-2500000_np-1000000_dt-2.0_nb-25,Total Energy (kJ/mole),384,3.5531511,877.2495
445,ne-2500000_np-1000000_dt-2.0_nb-25,Temperature (K),8,1.1942492,2924.8503
445,ne-2500000_np-1000000_dt-2.0_nb-25,Box Volume (nm^3),72,3.661271,936.56
445,ne-2500000_np-1000000_dt-2.0_nb-25,Density (g/mL),72,3.660824,936.6744
445,ne-2500000_np-1000000_dt-2.0_nb-25,Speed (ns/day),2347,1.0010382,1152.8032
446,ne-2500000_np-1000000_dt-2.0_nb-25,Potential Energy (kJ/mole),0,1.6953241,2065.0918
446,ne-2500000_np-1000000_dt-2.0_nb-25,Kinetic Energy (kJ/mole),6,1.6647178,2099.4548
446,ne-2500000_np-1000000_dt-2.0_nb-25,Total Energy (kJ/mole),0,1.795389,1949.9951
446,ne-2500000_np-1000000_dt-2.0_nb-25,Temperature (K),6,1.6647178,2099.4548
446,ne-2500000_np-1000000_dt-2.0_nb-25,Box Volume (nm^3),13,2.1137104,1650.1787
446,ne-2500000_np-1000000_dt-2.0_nb-25,Density (g/mL),13,2.1170752,1647.556
446,ne-2500000_np-1000000_dt-2.0_nb-25,Speed (ns/day),1815,1.0002999,1685.4945
447,ne-2500000_np-1000000_dt-2.0_nb-25,Potential Energy (kJ/mole),0,1.8573314,1884.9625
447,ne-2500000_np-1000000_dt-2.0_nb-25,Kinetic Energy (kJ/mole),0,1.2793365,2736.575
447,ne-2500000_np-1000000_dt-2.0_nb-25,Total Energy (kJ/mole),0,1.6780717,2086.3232
447,ne-2500000_np-1000000_dt-2.0_nb-25,Temperature (K),0,1.2793365,2736.575
447,ne-2500000_np-1000000_dt-2.0_nb-25,Box Volume (nm^3),14,5.5984836,622.8472
447,ne-2500000_np-1000000_dt-2.0_nb-25,Density (g/mL),14,5.603506,622.28894
447,ne-2500000_np-1000000_dt-2.0_nb-25,Speed (ns/day),2500,1.0214242,980.0042
448,ne-2500000_np-1000000_dt-2.0_nb-25,Potential Energy (kJ/mole),713,2.0825717,1338.7294
448,ne-2500000_np-1000000_dt-2.0_nb-25,Kinetic Energy (kJ/mole),30,1.3132259,2643.1096
448,ne-2500000_np-1000000_dt-2.0_nb-25,Total Energy (kJ/mole),221,2.50781,1307.9141
448,ne-2500000_np-1000000_dt-2.0_nb-25,Temperature (K),30,1.3132259,2643.1096
448,ne-2500000_np-1000000_dt-2.0_nb-25,Box Volume (nm^3),226,3.0948668,1058.2039
448,ne-2500000_np-1000000_dt-2.0_nb-25,Density (g/mL),226,3.0958738,1057.8596
448,ne-2500000_np-1000000_dt-2.0_nb-25,Speed (ns/day),0,3.6363065,962.7901
449,ne-2500000_np-1000000_dt-2.0_nb-25,Potential Energy (kJ/mole),234,3.4360576,950.79895
449,ne-2500000_np-1000000_dt-2.0_nb-25,Kinetic Energy (kJ/mole),1,1.1616137,3013.0498
449,ne-2500000_np-1000000_dt-2.0_nb-25,Total Energy (kJ/mole),0,2.671753,1310.3756
449,ne-2500000_np-1000000_dt-2.0_nb-25,Temperature (K),1,1.1616137,3013.0498
449,ne-2500000_np-1000000_dt-2.0_nb-25,Box Volume (nm^3),6,3.7830226,923.86444
449,ne-2500000_np-1000000_dt-2.0_nb-25,Density (g/mL),6,3.77992,924.62274
449,ne-2500000_np-1000000_dt-2.0_nb-25,Speed (ns/day),2500,1.0,1001.0
450,ne-2500000_np-1000000_dt-2.0_nb-25,Potential Energy (kJ/mole),0,1.8042319,1940.438
450,ne-2500000_np-1000000_dt-2.0_nb-25,Kinetic Energy (kJ/mole),0,1.446938,2419.5923
450,ne-2500000_np-1000000_dt-2.0_nb-25,Total Energy (kJ/mole),0,2.1632388,1618.4066
450,ne-2500000_np-1000000_dt-2.0_nb-25,Temperature (K),0,1.446938,2419.5923
450,ne-2500000_np-1000000_dt-2.0_nb-25,Box Volume (nm^3),7,2.7014012,1293.4028
450,ne-2500000_np-1000000_dt-2.0_nb-25,Density (g/mL),7,2.7035172,1292.3905
450,ne-2500000_np-1000000_dt-2.0_nb-25,Speed (ns/day),2391,1.1346903,978.2405
451,ne-2500000_np-1000000_dt-2.0_nb-25,Potential Energy (kJ/mole),281,2.1261072,1514.505
451,ne-2500000_np-1000000_dt-2.0_nb-25,Kinetic Energy (kJ/mole),1,1.1798111,2966.5767
451,ne-2500000_np-1000000_dt-2.0_nb-25,Total Energy (kJ/mole),212,1.9756914,1664.7336
451,ne-2500000_np-1000000_dt-2.0_nb-25,Temperature (K),1,1.1798111,2966.5767
451,ne-2500000_np-1000000_dt-2.0_nb-25,Box Volume (nm^3),138,2.9968264,1122.1871
451,ne-2500000_np-1000000_dt-2.0_nb-25,Density (g/mL),138,2.998107,1121.7078
451,ne-2500000_np-1000000_dt-2.0_nb-25,Speed (ns/day),2485,1.0007077,1015.28143
452,ne-2500000_np-1000000_dt-2.0_nb-25,Potential Energy (kJ/mole),723,2.0169258,1377.3436
452,ne-2500000_np-1000000_dt-2.0_nb-25,Kinetic Energy (kJ/mole),592,1.1585709,2510.852
452,ne-2500000_np-1000000_dt-2.0_nb-25,Total Energy (kJ/mole),0,2.5534377,1371.0928
452,ne-2500000_np-1000000_dt-2.0_nb-25,Temperature (K),592,1.1585709,2510.852
452,ne-2500000_np-1000000_dt-2.0_nb-25,Box Volume (nm^3),7,5.941199,588.0968
452,ne-2500000_np-1000000_dt-2.0_nb-25,Density (g/mL),7,5.9431543,587.9033
452,ne-2500000_np-1000000_dt-2.0_nb-25,Speed (ns/day),2500,1.0214194,980.0088
453,ne-2500000_np-1000000_dt-2.0_nb-25,Potential Energy (kJ/mole),657,1.7023404,1670.6412
453,ne-2500000_np-1000000_dt-2.0_nb-25,Kinetic Energy (kJ/mole),10,1.1794654,2959.8154
453,ne-2500000_np-1000000_dt-2.0_nb-25,Total Energy (kJ/mole),216,1.7762914,1849.3588
453,ne-2500000_np-1000000_dt-2.0_nb-25,Temperature (K),10,1.1794654,2959.8154
453,ne-2500000_np-1000000_dt-2.0_nb-25,Box Volume (nm^3),388,2.8571775,1089.5367
453,ne-2500000_np-1000000_dt-2.0_nb-25,Density (g/mL),388,2.8510413,1091.8817
453,ne-2500000_np-1000000_dt-2.0_nb-25,Speed (ns/day),2372,1.0167158,1110.4382
454,ne-2500000_np-1000000_dt-2.0_nb-25,Potential Energy (kJ/mole),83,2.625316,1301.9386
454,ne-2500000_np-1000000_dt-2.0_nb-25,Kinetic Energy (kJ/mole),2,1.1600181,3016.3323
454,ne-2500000_np-1000000_dt-2.0_nb-25,Total Energy (kJ/mole),0,2.0343275,1720.9618
454,ne-2500000_np-1000000_dt-2.0_nb-25,Temperature (K),2,1.1600181,3016.3323
454,ne-2500000_np-1000000_dt-2.0_nb-25,Box Volume (nm^3),1196,3.2644143,706.0991
454,ne-2500000_np-1000000_dt-2.0_nb-25,Density (g/mL),1196,3.2698522,704.92487
454,ne-2500000_np-1000000_dt-2.0_nb-25,Speed (ns/day),2500,1.6134366,620.41486
455,ne-2500000_np-1000000_dt-2.0_nb-25,Potential Energy (kJ/mole),20,2.0869038,1668.0212
455,ne-2500000_np-1000000_dt-2.0_nb-25,Kinetic Energy (kJ/mole),0,1.0412995,3362.1453
455,ne-2500000_np-1000000_dt-2.0_nb-25,Total Energy (kJ/mole),30,1.957731,1772.9708
455,ne-2500000_np-1000000_dt-2.0_nb-25,Temperature (K),0,1.0412995,3362.1453
455,ne-2500000_np-1000000_dt-2.0_nb-25,Box Volume (nm^3),105,2.7714217,1225.3639
455,ne-2500000_np-1000000_dt-2.0_nb-25,Density (g/mL),105,2.7703402,1225.8423
455,ne-2500000_np-1000000_dt-2.0_nb-25,Speed (ns/day),2531,1.0,970.0
456,ne-2500000_np-1000000_dt-2.0_nb-25,Potential Energy (kJ/mole),221,1.7913839,1830.9867
456,ne-2500000_np-1000000_dt-2.0_nb-25,Kinetic Energy (kJ/mole),3,1.1402161,3067.8394
456,ne-2500000_np-1000000_dt-2.0_nb-25,Total Energy (kJ/mole),220,1.6005561,2049.9126
456,ne-2500000_np-1000000_dt-2.0_nb-25,Temperature (K),3,1.1402161,3067.8394
456,ne-2500000_np-1000000_dt-2.0_nb-25,Box Volume (nm^3),272,2.5799088,1251.5946
456,ne-2500000_np-1000000_dt-2.0_nb-25,Density (g/mL),272,2.580225,1251.4413
456,ne-2500000_np-1000000_dt-2.0_nb-25,Speed (ns/day),2427,1.0008448,1073.0934
457,ne-2500000_np-1000000_dt-2.0_nb-25,Potential Energy (kJ/mole),251,2.1219282,1531.6259
457,ne-2500000_np-1000000_dt-2.0_nb-25,Kinetic Energy (kJ/mole),0,1.2464949,2808.6758
457,ne-2500000_np-1000000_dt-2.0_nb-25,Total Energy (kJ/mole),252,1.9622695,1655.7358
457,ne-2500000_np-1000000_dt-2.0_nb-25,Temperature (K),0,1.2464949,2808.6758
457,ne-2500000_np-1000000_dt-2.0_nb-25,Box Volume (nm^3),283,3.1616094,1017.83606
457,ne-2500000_np-1000000_dt-2.0_nb-25,Density (g/mL),283,3.159751,1018.4347
457,ne-2500000_np-1000000_dt-2.0_nb-25,Speed (ns/day),2489,1.2724365,795.3246
458,ne-2500000_np-1000000_dt-2.0_nb-25,Potential Energy (kJ/mole),0,2.6839557,1304.418
458,ne-2500000_np-1000000_dt-2.0_nb-25,Kinetic Energy (kJ/mole),87,1.3258127,2575.0244
458,ne-2500000_np-1000000_dt-2.0_nb-25,Total Energy (kJ/mole),0,2.0113387,1740.6317
458,ne-2500000_np-1000000_dt-2.0_nb-25,Temperature (K),87,1.3258127,2575.0244
458,ne-2500000_np-1000000_dt-2.0_nb-25,Box Volume (nm^3),65,3.8981273,881.4489
458,ne-2500000_np-1000000_dt-2.0_nb-25,Density (g/mL),65,3.8934484,882.5082
458,ne-2500000_np-1000000_dt-2.0_nb-25,Speed (ns/day),0,1.0,3501.0
459,ne-2500000_np-1000000_dt-2.0_nb-25,Potential Energy (kJ/mole),0,2.3891098,1465.3993
459,ne-2500000_np-1000000_dt-2.0_nb-25,Kinetic Energy (kJ/mole),29,1.1853665,2929.0518
459,ne-2500000_np-1000000_dt-2.0_nb-25,Total Energy (kJ/mole),0,2.2360845,1565.6832
459,ne-2500000_np-1000000_dt-2.0_nb-25,Temperature (K),29,1.1853665,2929.0518
459,ne-2500000_np-1000000_dt-2.0_nb-25,Box Volume (nm^3),2,3.4250638,1021.5868
459,ne-2500000_np-1000000_dt-2.0_nb-25,Density (g/mL),2,3.4243362,1021.8039
459,ne-2500000_np-1000000_dt-2.0_nb-25,Speed (ns/day),2136,1.105775,1234.4283
460,ne-2500000_np-1000000_dt-2.0_nb-25,Potential Energy (kJ/mole),0,1.7441392,2007.294
460,ne-2500000_np-1000000_dt-2.0_nb-25,Kinetic Energy (kJ/mole),4,1.2377244,2825.3462
460,ne-2500000_np-1000000_dt-2.0_nb-25,Total Energy (kJ/mole),0,1.6381567,2137.1582
460,ne-2500000_np-1000000_dt-2.0_nb-25,Temperature (K),4,1.2377244,2825.3462
460,ne-2500000_np-1000000_dt-2.0_nb-25,Box Volume (nm^3),345,3.08698,1022.3584
460,ne-2500000_np-1000000_dt-2.0_nb-25,Density (g/mL),348,3.0778968,1024.4008
460,ne-2500000_np-1000000_dt-2.0_nb-25,Speed (ns/day),3381,1.0,120.0
461,ne-2500000_np-1000000_dt-2.0_nb-25,Potential Energy (kJ/mole),157,2.1225154,1575.4891
461,ne-2500000_np-1000000_dt-2.0_nb-25,Kinetic Energy (kJ/mole),27,1.5357511,2262.0852
461,ne-2500000_np-1000000_dt-2.0_nb-25,Total Energy (kJ/mole),487,1.705625,1767.0941
461,ne-2500000_np-1000000_dt-2.0_nb-25,Temperature (K),27,1.5357511,2262.0852
461,ne-2500000_np-1000000_dt-2.0_nb-25,Box Volume (nm^3),73,2.937422,1167.0096
461,ne-2500000_np-1000000_dt-2.0_nb-25,Density (g/mL),73,2.9283304,1170.6329
461,ne-2500000_np-1000000_dt-2.0_nb-25,Speed (ns/day),2461,1.0,1040.0
462,ne-2500000_np-1000000_dt-2.0_nb-25,Potential Energy (kJ/mole),1195,2.434892,947.06464
462,ne-2500000_np-1000000_dt-2.0_nb-25,Kinetic Energy (kJ/mole),1,1.2044108,2905.9854
462,ne-2500000_np-1000000_dt-2.0_nb-25,Total Energy (kJ/mole),2491,1.9539768,516.8946
462,ne-2500000_np-1000000_dt-2.0_nb-25,Temperature (K),1,1.2044108,2905.9854
462,ne-2500000_np-1000000_dt-2.0_nb-25,Box Volume (nm^3),4,3.5377617,988.4781
462,ne-2500000_np-1000000_dt-2.0_nb-25,Density (g/mL),4,3.5406175,987.68085
462,ne-2500000_np-1000000_dt-2.0_nb-25,Speed (ns/day),2474,1.0,1027.0
463,ne-2500000_np-1000000_dt-2.0_nb-25,Potential Energy (kJ/mole),1630,2.2200177,842.7861
463,ne-2500000_np-1000000_dt-2.0_nb-25,Kinetic Energy (kJ/mole),0,1.457094,2402.7278
463,ne-2500000_np-1000000_dt-2.0_nb-25,Total Energy (kJ/mole),656,1.9697026,1444.3805
463,ne-2500000_np-1000000_dt-2.0_nb-25,Temperature (K),0,1.457094,2402.7278
463,ne-2500000_np-1000000_dt-2.0_nb-25,Box Volume (nm^3),1485,3.582836,562.68274
463,ne-2500000_np-1000000_dt-2.0_nb-25,Density (g/mL),1485,3.5804422,563.05896
463,ne-2500000_np-1000000_dt-2.0_nb-25,Speed (ns/day),2480,1.0,1021.0
464,ne-2500000_np-1000000_dt-2.0_nb-25,Potential Energy (kJ/mole),1937,6.2829456,248.92783
464,ne-2500000_np-1000000_dt-2.0_nb-25,Kinetic Energy (kJ/mole),74,1.146983,2987.8384
464,ne-2500000_np-1000000_dt-2.0_nb-25,Total Energy (kJ/mole),1762,2.9247375,594.5833
464,ne-2500000_np-1000000_dt-2.0_nb-25,Temperature (K),74,1.146983,2987.8384
464,ne-2500000_np-1000000_dt-2.0_nb-25,Box Volume (nm^3),2400,5.019303,219.35316
464,ne-2500000_np-1000000_dt-2.0_nb-25,Density (g/mL),2400,5.019856,219.329
464,ne-2500000_np-1000000_dt-2.0_nb-25,Speed (ns/day),2603,1.0,898.0
465,ne-2500000_np-1000000_dt-2.0_nb-25,Potential Energy (kJ/mole),0,1.862585,1879.6459
465,ne-2500000_np-1000000_dt-2.0_nb-25,Kinetic Energy (kJ/mole),8,1.2817198,2725.2446
465,ne-2500000_np-1000000_dt-2.0_nb-25,Total Energy (kJ/mole),0,1.7543104,1995.656
465,ne-2500000_np-1000000_dt-2.0_nb-25,Temperature (K),8,1.2817198,2725.2446
465,ne-2500000_np-1000000_dt-2.0_nb-25,Box Volume (nm^3),3,2.6684315,1310.8824
465,ne-2500000_np-1000000_dt-2.0_nb-25,Density (g/mL),3,2.661152,1314.4684
465,ne-2500000_np-1000000_dt-2.0_nb-25,Speed (ns/day),1622,1.0021709,1874.9297
466,ne-2500000_np-1000000_dt-2.0_nb-25,Potential Energy (kJ/mole),3,1.956946,1787.479
466,ne-2500000_np-1000000_dt-2.0_nb-25,Kinetic Energy (kJ/mole),0,1.109164,3156.4314
466,ne-2500000_np-1000000_dt-2.0_nb-25,Total Energy (kJ/mole),0,2.3605874,1483.1055
466,ne-2500000_np-1000000_dt-2.0_nb-25,Temperature (K),0,1.109164,3156.4314
466,ne-2500000_np-1000000_dt-2.0_nb-25,Box Volume (nm^3),3,2.7371547,1277.9694
466,ne-2500000_np-1000000_dt-2.0_nb-25,Density (g/mL),3,2.7358563,1278.5759
466,ne-2500000_np-1000000_dt-2.0_nb-25,Speed (ns/day),3165,1.0,336.0
467,ne-2500000_np-1000000_dt-2.0_nb-25,Potential Energy (kJ/mole),20,2.4317296,1431.4915
