entry,run,property,t0,g,Neff_max
27,ne-2500000_np-1000000_dt-2.0_nb-25,Kinetic Energy (kJ/mole),0,1.1931704,2934.1995
27,ne-2500000_np-1000000_dt-2.0_nb-25,Total Energy (kJ/mole),0,1.4836131,2359.7795
27,ne-2500000_np-1000000_dt-2.0_nb-25,Temperature (K),0,1.1931704,2934.1995
27,ne-2500000_np-1000000_dt-2.0_nb-25,Box Volume (nm^3),4,2.6743186,1307.6228
27,ne-2500000_np-1000000_dt-2.0_nb-25,Density (g/mL),4,2.6702561,1309.6122
27,ne-2500000_np-1000000_dt-2.0_nb-25,Speed (ns/day),0,2.906519,1204.5337
28,ne-2500000_np-1000000_dt-2.0_nb-25,Potential Energy (kJ/mole),437,1.8858615,1624.7217
28,ne-2500000_np-1000000_dt-2.0_nb-25,Kinetic Energy (kJ/mole),0,1.2066702,2901.3728
28,ne-2500000_np-1000000_dt-2.0_nb-25,Total Energy (kJ/mole),0,1.709045,2048.5125
28,ne-2500000_np-1000000_dt-2.0_nb-25,Temperature (K),0,1.2066702,2901.3728
28,ne-2500000_np-1000000_dt-2.0_nb-25,Box Volume (nm^3),20,3.1526713,1104.143
28,ne-2500000_np-1000000_dt-2.0_nb-25,Density (g/mL),20,3.154116,1103.6373
28,ne-2500000_np-1000000_dt-2.0_nb-25,Speed (ns/day),0,1.0,3501.0
29,ne-2500000_np-1000000_dt-2.0_nb-25,Potential Energy (kJ/mole),10,1.785123,1955.6075
29,ne-2500000_np-1000000_dt-2.0_nb-25,Kinetic Energy (kJ/mole),0,1.359904,2574.4463
29,ne-2500000_np-1000000_dt-2.0_nb-25,Total Energy (kJ/mole),10,1.9887767,1755.3505
29,ne-2500000_np-1000000_dt-2.0_nb-25,Temperature (K),0,1.359904,2574.4463
29,ne-2500000_np-1000000_dt-2.0_nb-25,Box Volume (nm^3),10,2.3660603,1475.4485
29,ne-2500000_np-1000000_dt-2.0_nb-25,Density (g/mL),10,2.3652995,1475.9231
29,ne-2500000_np-1000000_dt-2.0_nb-25,Speed (ns/day),2557,1.0,944.0
30,ne-2500000_np-1000000_dt-2.0_nb-25,Potential Energy (kJ/mole),227,6.5885973,496.91913
30,ne-2500000_np-1000000_dt-2.0_nb-25,Kinetic Energy (kJ/mole),24,1.081943,3213.6628
30,ne-2500000_np-1000000_dt-2.0_nb-25,Total Energy (kJ/mole),97,4.0929084,831.68243
30,ne-2500000_np-1000000_dt-2.0_nb-25,Temperature (K),24,1.081943,3213.6628
30,ne-2500000_np-1000000_dt-2.0_nb-25,Box Volume (nm^3),40,3.5352323,979.00214
30,ne-2500000_np-1000000_dt-2.0_nb-25,Density (g/mL),40,3.532241,979.8312
30,ne-2500000_np-1000000_dt-2.0_nb-25,Speed (ns/day),0,4.4678,783.6071
31,ne-2500000_np-1000000_dt-2.0_nb-25,Potential Energy (kJ/mole),2745,1.7408001,434.28305
31,ne-2500000_np-1000000_dt-2.0_nb-25,Kinetic Energy (kJ/mole),0,1.424804,2457.1802
31,ne-2500000_np-1000000_dt-2.0_nb-25,Total Energy (kJ/mole),105,3.6156,939.2632
31,ne-2500000_np-1000000_dt-2.0_nb-25,Temperature (K),0,1.424804,2457.1802
31,ne-2500000_np-1000000_dt-2.0_nb-25,Box Volume (nm^3),83,20.678831,165.28981
31,ne-2500000_np-1000000_dt-2.0_nb-25,Density (g/mL),81,20.753958,164.78784
31,ne-2500000_np-1000000_dt-2.0_nb-25,Speed (ns/day),2500,1.0577393,946.358
32,ne-2500000_np-1000000_dt-2.0_nb-25,Potential Energy (kJ/mole),0,1.9071317,1835.7411
32,ne-2500000_np-1000000_dt-2.0_nb-25,Kinetic Energy (kJ/mole),6,1.3305055,2626.8213
32,ne-2500000_np-1000000_dt-2.0_nb-25,Total Energy (kJ/mole),0,1.858496,1883.7814
32,ne-2500000_np-1000000_dt-2.0_nb-25,Temperature (K),6,1.3305055,2626.8213
32,ne-2500000_np-1000000_dt-2.0_nb-25,Box Volume (nm^3),125,4.1002283,823.3688
32,ne-2500000_np-1000000_dt-2.0_nb-25,Density (g/mL),125,4.0975204,823.9129
32,ne-2500000_np-1000000_dt-2.0_nb-25,Speed (ns/day),2246,1.0663416,1176.9211
33,ne-2500000_np-1000000_dt-2.0_nb-25,Potential Energy (kJ/mole),13,1.7915633,1946.9031
33,ne-2500000_np-1000000_dt-2.0_nb-25,Kinetic Energy (kJ/mole),23,1.2769458,2723.6865
33,ne-2500000_np-1000000_dt-2.0_nb-25,Total Energy (kJ/mole),13,1.8282938,1907.7897
33,ne-2500000_np-1000000_dt-2.0_nb-25,Temperature (K),23,1.2769458,2723.6865
33,ne-2500000_np-1000000_dt-2.0_nb-25,Box Volume (nm^3),12,2.9753652,1172.6292
33,ne-2500000_np-1000000_dt-2.0_nb-25,Density (g/mL),12,2.9740922,1173.1311
33,ne-2500000_np-1000000_dt-2.0_nb-25,Speed (ns/day),3282,1.0,219.0
34,ne-2500000_np-1000000_dt-2.0_nb-25,Potential Energy (kJ/mole),19,2.0684204,1683.4102
34,ne-2500000_np-1000000_dt-2.0_nb-25,Kinetic Energy (kJ/mole),0,1.9007672,1841.8878
34,ne-2500000_np-1000000_dt-2.0_nb-25,Total Energy (kJ/mole),0,2.1154613,1654.9581
34,ne-2500000_np-1000000_dt-2.0_nb-25,Temperature (K),0,1.9007672,1841.8878
34,ne-2500000_np-1000000_dt-2.0_nb-25,Box Volume (nm^3),64,2.4435382,1406.5669
34,ne-2500000_np-1000000_dt-2.0_nb-25,Density (g/mL),64,2.440957,1408.0542
34,ne-2500000_np-1000000_dt-2.0_nb-25,Speed (ns/day),2520,1.0,981.0
35,ne-2500000_np-1000000_dt-2.0_nb-25,Potential Energy (kJ/mole),2940,3.876541,144.71664
35,ne-2500000_np-1000000_dt-2.0_nb-25,Kinetic Energy (kJ/mole),0,1.1031727,3173.574
35,ne-2500000_np-1000000_dt-2.0_nb-25,Total Energy (kJ/mole),2938,3.2122757,175.26515
35,ne-2500000_np-1000000_dt-2.0_nb-25,Temperature (K),0,1.1031727,3173.574
35,ne-2500000_np-1000000_dt-2.0_nb-25,Box Volume (nm^3),2835,6.9856086,95.33887
35,ne-2500000_np-1000000_dt-2.0_nb-25,Density (g/mL),2835,6.986526,95.32635
35,ne-2500000_np-1000000_dt-2.0_nb-25,Speed (ns/day),2724,1.0,777.0
36,ne-2500000_np-1000000_dt-2.0_nb-25,Potential Energy (kJ/mole),0,1.5807724,2214.74
36,ne-2500000_np-1000000_dt-2.0_nb-25,Kinetic Energy (kJ/mole),0,1.3298767,2632.575
36,ne-2500000_np-1000000_dt-2.0_nb-25,Total Energy (kJ/mole),0,1.6261318,2152.9622
36,ne-2500000_np-1000000_dt-2.0_nb-25,Temperature (K),0,1.3298767,2632.575
36,ne-2500000_np-1000000_dt-2.0_nb-25,Box Volume (nm^3),8,2.8405464,1229.693
36,ne-2500000_np-1000000_dt-2.0_nb-25,Density (g/mL),8,2.846034,1227.3219
36,ne-2500000_np-1000000_dt-2.0_nb-25,Speed (ns/day),2500,3.0583177,327.30414
37,ne-2500000_np-1000000_dt-2.0_nb-25,Potential Energy (kJ/mole),80,2.931994,1166.7827
37,ne-2500000_np-1000000_dt-2.0_nb-25,Kinetic Energy (kJ/mole),193,1.211764,2729.9045
37,ne-2500000_np-1000000_dt-2.0_nb-25,Total Energy (kJ/mole),84,2.4940205,1370.077
37,ne-2500000_np-1000000_dt-2.0_nb-25,Temperature (K),193,1.211764,2729.9045
37,ne-2500000_np-1000000_dt-2.0_nb-25,Box Volume (nm^3),12,2.330632,1497.0188
37,ne-2500000_np-1000000_dt-2.0_nb-25,Density (g/mL),12,2.3281975,1498.5842
37,ne-2500000_np-1000000_dt-2.0_nb-25,Speed (ns/day),2500,1.0,1001.0
38,ne-2500000_np-1000000_dt-2.0_nb-25,Potential Energy (kJ/mole),62,2.404958,1429.9626
38,ne-2500000_np-1000000_dt-2.0_nb-25,Kinetic Energy (kJ/mole),24,1.1160296,3115.5088
38,ne-2500000_np-1000000_dt-2.0_nb-25,Total Energy (kJ/mole),55,2.1031575,1638.4888
38,ne-2500000_np-1000000_dt-2.0_nb-25,Temperature (K),24,1.1160296,3115.5088
38,ne-2500000_np-1000000_dt-2.0_nb-25,Box Volume (nm^3),22,2.2626097,1537.605
38,ne-2500000_np-1000000_dt-2.0_nb-25,Density (g/mL),22,2.2619724,1538.0382
38,ne-2500000_np-1000000_dt-2.0_nb-25,Speed (ns/day),2500,1.0113024,989.8128
39,ne-2500000_np-1000000_dt-2.0_nb-25,Potential Energy (kJ/mole),532,1.6932422,1753.4408
39,ne-2500000_np-1000000_dt-2.0_nb-25,Kinetic Energy (kJ/mole),1,1.1595224,3018.4841
39,ne-2500000_np-1000000_dt-2.0_nb-25,Total Energy (kJ/mole),179,1.7925209,1853.256
39,ne-2500000_np-1000000_dt-2.0_nb-25,Temperature (K),1,1.1595224,3018.4841
39,ne-2500000_np-1000000_dt-2.0_nb-25,Box Volume (nm^3),36,2.5819716,1341.9977
39,ne-2500000_np-1000000_dt-2.0_nb-25,Density (g/mL),36,2.5842628,1340.8079
39,ne-2500000_np-1000000_dt-2.0_nb-25,Speed (ns/day),2507,1.0,994.0
40,ne-2500000_np-1000000_dt-2.0_nb-25,Potential Energy (kJ/mole),154,2.312336,1447.454
40,ne-2500000_np-1000000_dt-2.0_nb-25,Kinetic Energy (kJ/mole),6,1.3378819,2612.3381
40,ne-2500000_np-1000000_dt-2.0_nb-25,Total Energy (kJ/mole),154,2.3975325,1396.0187
40,ne-2500000_np-1000000_dt-2.0_nb-25,Temperature (K),6,1.3378819,2612.3381
40,ne-2500000_np-1000000_dt-2.0_nb-25,Box Volume (nm^3),64,2.939371,1169.2977
40,ne-2500000_np-1000000_dt-2.0_nb-25,Density (g/mL),64,2.9480286,1165.8639
40,ne-2500000_np-1000000_dt-2.0_nb-25,Speed (ns/day),2496,1.0205114,984.80035
41,ne-2500000_np-1000000_dt-2.0_nb-25,Potential Energy (kJ/mole),39,2.259631,1532.1086
41,ne-2500000_np-1000000_dt-2.0_nb-25,Kinetic Energy (kJ/mole),0,1.0879279,3218.044
41,ne-2500000_np-1000000_dt-2.0_nb-25,Total Energy (kJ/mole),0,1.7917515,1953.954
41,ne-2500000_np-1000000_dt-2.0_nb-25,Temperature (K),0,1.0879279,3218.044
41,ne-2500000_np-1000000_dt-2.0_nb-25,Box Volume (nm^3),41,3.2430458,1066.8983
41,ne-2500000_np-1000000_dt-2.0_nb-25,Density (g/mL),41,3.246552,1065.7461
41,ne-2500000_np-1000000_dt-2.0_nb-25,Speed (ns/day),2519,1.0,982.0
42,ne-2500000_np-1000000_dt-2.0_nb-25,Potential Energy (kJ/mole),0,3.1656582,1105.9312
42,ne-2500000_np-1000000_dt-2.0_nb-25,Kinetic Energy (kJ/mole),0,1.2770892,2741.3904
42,ne-2500000_np-1000000_dt-2.0_nb-25,Total Energy (kJ/mole),0,2.337313,1497.8739
42,ne-2500000_np-1000000_dt-2.0_nb-25,Temperature (K),0,1.2770892,2741.3904
42,ne-2500000_np-1000000_dt-2.0_nb-25,Box Volume (nm^3),30,4.4800005,774.7767
42,ne-2500000_np-1000000_dt-2.0_nb-25,Density (g/mL),30,4.4770274,775.2912
42,ne-2500000_np-1000000_dt-2.0_nb-25,Speed (ns/day),2548,1.0,953.0
43,ne-2500000_np-1000000_dt-2.0_nb-25,Potential Energy (kJ/mole),466,1.823328,1664.5387
43,ne-2500000_np-1000000_dt-2.0_nb-25,Kinetic Energy (kJ/mole),0,1.2227786,2863.1514
43,ne-2500000_np-1000000_dt-2.0_nb-25,Total Energy (kJ/mole),218,1.828613,1795.3497
43,ne-2500000_np-1000000_dt-2.0_nb-25,Temperature (K),0,1.2227786,2863.1514
43,ne-2500000_np-1000000_dt-2.0_nb-25,Box Volume (nm^3),91,2.7259078,1250.9594
43,ne-2500000_np-1000000_dt-2.0_nb-25,Density (g/mL),91,2.7228954,1252.3434
43,ne-2500000_np-1000000_dt-2.0_nb-25,Speed (ns/day),2626,1.0,875.0
44,ne-2500000_np-1000000_dt-2.0_nb-25,Potential Energy (kJ/mole),259,2.5160663,1288.5193
44,ne-2500000_np-1000000_dt-2.0_nb-25,Kinetic Energy (kJ/mole),7,1.2329355,2833.887
44,ne-2500000_np-1000000_dt-2.0_nb-25,Total Energy (kJ/mole),0,2.373376,1475.114
44,ne-2500000_np-1000000_dt-2.0_nb-25,Temperature (K),7,1.2329355,2833.887
44,ne-2500000_np-1000000_dt-2.0_nb-25,Box Volume (nm^3),76,3.6328626,942.7827
44,ne-2500000_np-1000000_dt-2.0_nb-25,Density (g/mL),76,3.6369448,941.7245
44,ne-2500000_np-1000000_dt-2.0_nb-25,Speed (ns/day),2298,1.0610901,1133.7397
45,ne-2500000_np-1000000_dt-2.0_nb-25,Potential Energy (kJ/mole),320,2.1099708,1507.6038
45,ne-2500000_np-1000000_dt-2.0_nb-25,Kinetic Energy (kJ/mole),0,1.1309961,3095.5015
45,ne-2500000_np-1000000_dt-2.0_nb-25,Total Energy (kJ/mole),320,2.0280452,1568.5055
45,ne-2500000_np-1000000_dt-2.0_nb-25,Temperature (K),0,1.1309961,3095.5015
45,ne-2500000_np-1000000_dt-2.0_nb-25,Box Volume (nm^3),520,3.1111379,958.17035
45,ne-2500000_np-1000000_dt-2.0_nb-25,Density (g/mL),520,3.112545,957.7372
45,ne-2500000_np-1000000_dt-2.0_nb-25,Speed (ns/day),2469,1.0,1032.0
46,ne-2500000_np-1000000_dt-2.0_nb-25,Potential Energy (kJ/mole),364,2.2181084,1414.2681
46,ne-2500000_np-1000000_dt-2.0_nb-25,Kinetic Energy (kJ/mole),0,1.22926,2848.055
46,ne-2500000_np-1000000_dt-2.0_nb-25,Total Energy (kJ/mole),227,2.0364387,1607.7086
46,ne-2500000_np-1000000_dt-2.0_nb-25,Temperature (K),0,1.22926,2848.055
46,ne-2500000_np-1000000_dt-2.0_nb-25,Box Volume (nm^3),131,3.1315079,1076.1589
46,ne-2500000_np-1000000_dt-2.0_nb-25,Density (g/mL),131,3.130164,1076.621
46,ne-2500000_np-1000000_dt-2.0_nb-25,Speed (ns/day),2237,1.0342702,1222.1178
47,ne-2500000_np-1000000_dt-2.0_nb-25,Potential Energy (kJ/mole),402,3.1737914,976.4347
47,ne-2500000_np-1000000_dt-2.0_nb-25,Kinetic Energy (kJ/mole),5,1.1262043,3104.2327
47,ne-2500000_np-1000000_dt-2.0_nb-25,Total Energy (kJ/mole),464,2.54457,1193.5219
47,ne-2500000_np-1000000_dt-2.0_nb-25,Temperature (K),5,1.1262043,3104.2327
47,ne-2500000_np-1000000_dt-2.0_nb-25,Box Volume (nm^3),197,3.2326431,1022.07385
47,ne-2500000_np-1000000_dt-2.0_nb-25,Density (g/mL),197,3.2290504,1023.21106
47,ne-2500000_np-1000000_dt-2.0_nb-25,Speed (ns/day),2473,1.0,1028.0
48,ne-2500000_np-1000000_dt-2.0_nb-25,Potential Energy (kJ/mole),708,4.059987,687.9332
48,ne-2500000_np-1000000_dt-2.0_nb-25,Kinetic Energy (kJ/mole),0,1.7996544,1945.3735
48,ne-2500000_np-1000000_dt-2.0_nb-25,Total Energy (kJ/mole),717,3.0595741,909.93054
48,ne-2500000_np-1000000_dt-2.0_nb-25,Temperature (K),0,1.7996544,1945.3735
48,ne-2500000_np-1000000_dt-2.0_nb-25,Box Volume (nm^3),199,5.6128297,588.29504
48,ne-2500000_np-1000000_dt-2.0_nb-25,Density (g/mL),199,5.6072397,588.88153
48,ne-2500000_np-1000000_dt-2.0_nb-25,Speed (ns/day),2500,1.1365819,880.7108
49,ne-2500000_np-1000000_dt-2.0_nb-25,Potential Energy (kJ/mole),687,3.7540483,749.59076
49,ne-2500000_np-1000000_dt-2.0_nb-25,Kinetic Energy (kJ/mole),50,1.1555343,2986.4973
49,ne-2500000_np-1000000_dt-2.0_nb-25,Total Energy (kJ/mole),1680,2.0684862,880.35394
49,ne-2500000_np-1000000_dt-2.0_nb-25,Temperature (K),50,1.1555343,2986.4973
49,ne-2500000_np-1000000_dt-2.0_nb-25,Box Volume (nm^3),275,4.349504,741.6938
49,ne-2500000_np-1000000_dt-2.0_nb-25,Density (g/mL),211,4.433726,742.03955
49,ne-2500000_np-1000000_dt-2.0_nb-25,Speed (ns/day),2489,1.066373,949.0113
50,ne-2500000_np-1000000_dt-2.0_nb-25,Potential Energy (kJ/mole),2084,5.117373,276.89987
50,ne-2500000_np-1000000_dt-2.0_nb-25,Kinetic Energy (kJ/mole),0,1.0717794,3266.5305
50,ne-2500000_np-1000000_dt-2.0_nb-25,Total Energy (kJ/mole),1692,4.942627,365.9997
50,ne-2500000_np-1000000_dt-2.0_nb-25,Temperature (K),0,1.0717794,3266.5305
50,ne-2500000_np-1000000_dt-2.0_nb-25,Box Volume (nm^3),124,10.427755,323.84726
50,ne-2500000_np-1000000_dt-2.0_nb-25,Density (g/mL),124,10.425724,323.91037
50,ne-2500000_np-1000000_dt-2.0_nb-25,Speed (ns/day),2500,1.0093827,991.6952
51,ne-2500000_np-1000000_dt-2.0_nb-25,Potential Energy (kJ/mole),827,2.217867,1205.663
51,ne-2500000_np-1000000_dt-2.0_nb-25,Kinetic Energy (kJ/mole),2,1.2204932,2866.8738
51,ne-2500000_np-1000000_dt-2.0_nb-25,Total Energy (kJ/mole),643,1.7939142,1593.1643
51,ne-2500000_np-1000000_dt-2.0_nb-25,Temperature (K),2,1.2204932,2866.8738
51,ne-2500000_np-1000000_dt-2.0_nb-25,Box Volume (nm^3),89,3.1479118,1083.8932
51,ne-2500000_np-1000000_dt-2.0_nb-25,Density (g/mL),89,3.148866,1083.5647
51,ne-2500000_np-1000000_dt-2.0_nb-25,Speed (ns/day),2596,1.0,905.0
52,ne-2500000_np-1000000_dt-2.0_nb-25,Potential Energy (kJ/mole),406,21.14981,146.337
52,ne-2500000_np-1000000_dt-2.0_nb-25,Kinetic Energy (kJ/mole),0,1.201307,2914.3257
52,ne-2500000_np-1000000_dt-2.0_nb-25,Total Energy (kJ/mole),1393,8.195367,257.2185
52,ne-2500000_np-1000000_dt-2.0_nb-25,Temperature (K),0,1.201307,2914.3257
52,ne-2500000_np-1000000_dt-2.0_nb-25,Box Volume (nm^3),179,7.4740624,444.47046
52,ne-2500000_np-1000000_dt-2.0_nb-25,Density (g/mL),179,7.4827666,443.95343
52,ne-2500000_np-1000000_dt-2.0_nb-25,Speed (ns/day),2427,1.0382124,1034.4703
53,ne-2500000_np-1000000_dt-2.0_nb-25,Potential Energy (kJ/mole),491,14.390012,209.17287
53,ne-2500000_np-1000000_dt-2.0_nb-25,Kinetic Energy (kJ/mole),0,1.1921607,2936.6846
53,ne-2500000_np-1000000_dt-2.0_nb-25,Total Energy (kJ/mole),377,8.133358,384.0972
53,ne-2500000_np-1000000_dt-2.0_nb-25,Temperature (K),0,1.1921607,2936.6846
53,ne-2500000_np-1000000_dt-2.0_nb-25,Box Volume (nm^3),360,6.9262567,453.4917
53,ne-2500000_np-1000000_dt-2.0_nb-25,Density (g/mL),360,6.9254622,453.54373
53,ne-2500000_np-1000000_dt-2.0_nb-25,Speed (ns/day),2500,1.1705854,855.1277
54,ne-2500000_np-1000000_dt-2.0_nb-25,Potential Energy (kJ/mole),372,1.8632488,1679.3248
54,ne-2500000_np-1000000_dt-2.0_nb-25,Kinetic Energy (kJ/mole),15,1.1510402,3028.565
54,ne-2500000_np-1000000_dt-2.0_nb-25,Total Energy (kJ/mole),396,1.842247,1685.4418
54,ne-2500000_np-1000000_dt-2.0_nb-25,Temperature (K),15,1.1510402,3028.565
54,ne-2500000_np-1000000_dt-2.0_nb-25,Box Volume (nm^3),31,2.7384317,1267.1487
54,ne-2500000_np-1000000_dt-2.0_nb-25,Density (g/mL),31,2.7367203,1267.941
54,ne-2500000_np-1000000_dt-2.0_nb-25,Speed (ns/day),3137,1.0,364.0
55,ne-2500000_np-1000000_dt-2.0_nb-25,Potential Energy (kJ/mole),0,5.127696,682.76276
55,ne-2500000_np-1000000_dt-2.0_nb-25,Kinetic Energy (kJ/mole),0,1.307151,2678.344
55,ne-2500000_np-1000000_dt-2.0_nb-25,Total Energy (kJ/mole),0,4.1265826,848.4018
55,ne-2500000_np-1000000_dt-2.0_nb-25,Temperature (K),0,1.307151,2678.344
55,ne-2500000_np-1000000_dt-2.0_nb-25,Box Volume (nm^3),98,4.941127,688.7093
55,ne-2500000_np-1000000_dt-2.0_nb-25,Density (g/mL),98,4.9385266,689.0719
55,ne-2500000_np-1000000_dt-2.0_nb-25,Speed (ns/day),2500,1.0,1001.0
56,ne-2500000_np-1000000_dt-2.0_nb-25,Potential Energy (kJ/mole),65,8.152275,421.47745
56,ne-2500000_np-1000000_dt-2.0_nb-25,Kinetic Energy (kJ/mole),9,1.2630075,2764.829
56,ne-2500000_np-1000000_dt-2.0_nb-25,Total Energy (kJ/mole),393,6.5261135,476.24057
56,ne-2500000_np-1000000_dt-2.0_nb-25,Temperature (K),9,1.2630075,2764.829
56,ne-2500000_np-1000000_dt-2.0_nb-25,Box Volume (nm^3),63,5.597648,614.1865
56,ne-2500000_np-1000000_dt-2.0_nb-25,Density (g/mL),63,5.602959,613.6043
56,ne-2500000_np-1000000_dt-2.0_nb-25,Speed (ns/day),2261,1.013817,1223.1005
57,ne-2500000_np-1000000_dt-2.0_nb-25,Potential Energy (kJ/mole),26,4.1738534,832.56396
57,ne-2500000_np-1000000_dt-2.0_nb-25,Kinetic Energy (kJ/mole),0,1.3828613,2531.7073
57,ne-2500000_np-1000000_dt-2.0_nb-25,Total Energy (kJ/mole),29,3.3289044,1042.9858
57,ne-2500000_np-1000000_dt-2.0_nb-25,Temperature (K),0,1.3828613,2531.7073
57,ne-2500000_np-1000000_dt-2.0_nb-25,Box Volume (nm^3),476,3.4085617,887.47107
57,ne-2500000_np-1000000_dt-2.0_nb-25,Density (g/mL),476,3.4099452,887.111
57,ne-2500000_np-1000000_dt-2.0_nb-25,Speed (ns/day),2500,1.3213992,757.53033
58,ne-2500000_np-1000000_dt-2.0_nb-25,Potential Energy (kJ/mole),165,2.2958262,1453.0717
58,ne-2500000_np-1000000_dt-2.0_nb-25,Kinetic Energy (kJ/mole),0,1.2016608,2913.4678
58,ne-2500000_np-1000000_dt-2.0_nb-25,Total Energy (kJ/mole),167,2.1347005,1561.8115
58,ne-2500000_np-1000000_dt-2.0_nb-25,Temperature (K),0,1.2016608,2913.4678
58,ne-2500000_np-1000000_dt-2.0_nb-25,Box Volume (nm^3),23,3.2227404,1079.2058
58,ne-2500000_np-1000000_dt-2.0_nb-25,Density (g/mL),23,3.220869,1079.8328
58,ne-2500000_np-1000000_dt-2.0_nb-25,Speed (ns/day),2552,1.0,949.0
59,ne-2500000_np-1000000_dt-2.0_nb-25,Potential Energy (kJ/mole),124,2.7225864,1240.3646
59,ne-2500000_np-1000000_dt-2.0_nb-25,Kinetic Energy (kJ/mole),1,1.3817362,2533.0452
59,ne-2500000_np-1000000_dt-2.0_nb-25,Total Energy (kJ/mole),120,2.6111207,1294.8463
59,ne-2500000_np-1000000_dt-2.0_nb-25,Temperature (K),1,1.3817362,2533.0452
59,ne-2500000_np-1000000_dt-2.0_nb-25,Box Volume (nm^3),55,3.6478443,944.6675
59,ne-2500000_np-1000000_dt-2.0_nb-25,Density (g/mL),55,3.6451497,945.36584
59,ne-2500000_np-1000000_dt-2.0_nb-25,Speed (ns/day),2454,1.3739258,762.04987
60,ne-2500000_np-1000000_dt-2.0_nb-25,Potential Energy (kJ/mole),2959,5.4797993,98.90873
60,ne-2500000_np-1000000_dt-2.0_nb-25,Kinetic Energy (kJ/mole),0,1.244385,2813.438
60,ne-2500000_np-1000000_dt-2.0_nb-25,Total Energy (kJ/mole),2438,2.9537835,359.8774
60,ne-2500000_np-1000000_dt-2.0_nb-25,Temperature (K),0,1.244385,2813.438
60,ne-2500000_np-1000000_dt-2.0_nb-25,Box Volume (nm^3),2226,14.918879,85.46219
60,ne-2500000_np-1000000_dt-2.0_nb-25,Density (g/mL),2226,14.918402,85.46492
60,ne-2500000_np-1000000_dt-2.0_nb-25,Speed (ns/day),2500,1.9536752,512.3677
61,ne-2500000_np-1000000_dt-2.0_nb-25,Potential Energy (kJ/mole),0,2.5776696,1358.2035
61,ne-2500000_np-1000000_dt-2.0_nb-25,Kinetic Energy (kJ/mole),1,1.0,3500.0
61,ne-2500000_np-1000000_dt-2.0_nb-25,Total Energy (kJ/mole),0,1.8684701,1873.7255
61,ne-2500000_np-1000000_dt-2.0_nb-25,Temperature (K),1,1.0,3500.0
61,ne-2500000_np-1000000_dt-2.0_nb-25,Box Volume (nm^3),15,3.4479356,1011.0398
61,ne-2500000_np-1000000_dt-2.0_nb-25,Density (g/mL),15,3.4488835,1010.7619
61,ne-2500000_np-1000000_dt-2.0_nb-25,Speed (ns/day),2505,1.0,996.0
62,ne-2500000_np-1000000_dt-2.0_nb-25,Potential Energy (kJ/mole),163,5.1710253,645.51996
62,ne-2500000_np-1000000_dt-2.0_nb-25,Kinetic Energy (kJ/mole),12,1.1434292,3051.3477
62,ne-2500000_np-1000000_dt-2.0_nb-25,Total Energy (kJ/mole),1560,2.1098025,919.99133
62,ne-2500000_np-1000000_dt-2.0_nb-25,Temperature (K),12,1.1434292,3051.3477
62,ne-2500000_np-1000000_dt-2.0_nb-25,Box Volume (nm^3),1,3.8680193,904.8559
62,ne-2500000_np-1000000_dt-2.0_nb-25,Density (g/mL),1,3.8753097,903.1536
